               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 338,            0.013437,            0.011806,                   0,             0.72291,             0.53165,             0.60226,             0.42205,            0.028791,            0.018355,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.013569,             0.01261,                   0,             0.70219,             0.62683,             0.64892,             0.45163,            0.028568,             0.01834,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.014153,            0.013111,                   0,             0.66845,             0.58228,             0.63522,             0.47492,            0.028516,            0.018734,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.013497,             0.01269,                   0,             0.65203,             0.59301,             0.66115,             0.47089,             0.02848,            0.018736,                   0,            0.003268,            0.003268,            0.003268
                 342,            0.012962,            0.012754,                   0,             0.70557,              0.5764,             0.65164,             0.46373,            0.028263,            0.018649,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,            0.013583,            0.011883,                   0,             0.73093,             0.55696,             0.65741,             0.46338,            0.028673,            0.018961,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,            0.013623,            0.012002,                   0,             0.71895,              0.5443,             0.64788,              0.4606,            0.028569,            0.019446,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,            0.013027,            0.010956,                   0,             0.67881,             0.58859,             0.67317,             0.48163,             0.02851,            0.018794,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.012548,            0.011109,                   0,             0.77261,             0.55696,              0.6819,             0.49973,            0.028157,            0.017905,                   0,            0.003169,            0.003169,            0.003169
                 347,            0.013203,             0.01108,                   0,             0.61004,             0.62025,             0.66301,             0.47319,            0.028285,            0.017667,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,            0.013801,            0.011878,                   0,             0.59689,             0.67089,             0.65999,             0.45534,            0.028938,            0.017758,                   0,           0.0031294,           0.0031294,           0.0031294
